id,year,department,department_name,agency,agency_name,prexc_fpap_id,item_description,operunit,operating_unit,region_id,fund_code,fund_subcategory,expense_code,expense_class,sub_object_code,expense_object,amount_in_thousands,amount_php,prexc_level,sorder,operating_division_id,operating_division,sector
1217985,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021304002,School Buildings,476.0,476000.0,7,,,,Basic Education (DepEd)
1217983,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,360.0,360000.0,7,,,,Basic Education (DepEd)
1217964,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010103000,Salaries and Wages - Substitute Teachers,287.0,287000.0,7,,,,Basic Education (DepEd)
1217966,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010204001,Clothing/Uniform Allowance - Civilian,264.0,264000.0,7,,,,Basic Education (DepEd)
1217974,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010303001,PhilHealth - Civilian,261.0,261000.0,7,,,,Basic Education (DepEd)
1217972,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010299012,Productivity Enhancement Incentive - Civilian ,220.0,220000.0,7,,,,Basic Education (DepEd)
1217970,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010215001,Cash Gift - Civilian ,220.0,220000.0,7,,,,Basic Education (DepEd)
1217979,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,179.0,179000.0,7,,,,Basic Education (DepEd)
1217977,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020101000,Traveling Expenses - Local,120.0,120000.0,7,,,,Basic Education (DepEd)
1217982,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020401000,Water Expenses,100.0,100000.0,7,,,,Basic Education (DepEd)
1217978,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020201002,Training Expenses,100.0,100000.0,7,,,,Basic Education (DepEd)
1217981,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,80.0,80000.0,7,,,,Basic Education (DepEd)
1217973,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010302001,Pag-IBIG - Civilian,53.0,53000.0,7,,,,Basic Education (DepEd)
1217975,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010304001,ECIP - Civilian,53.0,53000.0,7,,,,Basic Education (DepEd)
1217976,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010499010,Lump-sum for Step Increments - Length of Service,37.0,37000.0,7,,,,Basic Education (DepEd)
1217984,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020502001,Mobile,30.0,30000.0,7,,,,Basic Education (DepEd)
1217968,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010210001,Honoraria - Civilian,19.0,19000.0,7,,,,Basic Education (DepEd)
1217986,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021502000,Fidelity Bond Premiums,7.0,7000.0,7,,,,Basic Education (DepEd)
1217980,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020302000,Accountable Forms Expenses,2.0,2000.0,7,,,,Basic Education (DepEd)
1217967,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010208001,Productivity Incentive Allowance - Civilian ,0.0,0.0,7,,,,Basic Education (DepEd)
1407273,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,132.0,132000.0,7,,,,Basic Education (DepEd)
1407274,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,94.0,94000.0,7,,,,Basic Education (DepEd)
1407272,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020101000,Traveling Expenses - Local,66.0,66000.0,7,,,,Basic Education (DepEd)
1407276,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,40.0,40000.0,7,,,,Basic Education (DepEd)
1407275,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904131,Francisco Osorio National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020401000,Water Expenses,26.0,26000.0,7,,,,Basic Education (DepEd)
1218475,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010101001,Basic Salary - Civilian,30580.0,30580000.0,7,,,,Basic Education (DepEd)
1218506,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01104102,Retirement and Life Insurance Premiums,1,Personnel Services,5010301000,Retirement and Life Insurance Premiums,3670.0,3670000.0,7,,,,Basic Education (DepEd)
1218481,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010214001,Bonus - Civilian,2548.0,2548000.0,7,,,,Basic Education (DepEd)
1218483,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010216001,Mid-Year Bonus - Civilian,2548.0,2548000.0,7,,,,Basic Education (DepEd)
1218477,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010201001,PERA - Civilian,2184.0,2184000.0,7,,,,Basic Education (DepEd)
1218476,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010103000,Salaries and Wages - Substitute Teachers,690.0,690000.0,7,,,,Basic Education (DepEd)
1218478,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010204001,Clothing/Uniform Allowance - Civilian,546.0,546000.0,7,,,,Basic Education (DepEd)
1218486,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010303001,PhilHealth - Civilian,535.0,535000.0,7,,,,Basic Education (DepEd)
1218502,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021304002,School Buildings,500.0,500000.0,7,,,,Basic Education (DepEd)
1218497,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,457.0,457000.0,7,,,,Basic Education (DepEd)
1218484,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010299012,Productivity Enhancement Incentive - Civilian ,455.0,455000.0,7,,,,Basic Education (DepEd)
1218482,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010215001,Cash Gift - Civilian ,455.0,455000.0,7,,,,Basic Education (DepEd)
1218491,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,450.0,450000.0,7,,,,Basic Education (DepEd)
1218501,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021202000,Janitorial Services,290.0,290000.0,7,,,,Basic Education (DepEd)
1218490,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020201002,Training Expenses,250.0,250000.0,7,,,,Basic Education (DepEd)
1218495,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,206.0,206000.0,7,,,,Basic Education (DepEd)
1218487,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010304001,ECIP - Civilian,109.0,109000.0,7,,,,Basic Education (DepEd)
1218485,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010302001,Pag-IBIG - Civilian,109.0,109000.0,7,,,,Basic Education (DepEd)
1218494,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020322001,Furniture and Fixtures,80.0,80000.0,7,,,,Basic Education (DepEd)
1218496,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020401000,Water Expenses,80.0,80000.0,7,,,,Basic Education (DepEd)
1218489,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020101000,Traveling Expenses - Local,80.0,80000.0,7,,,,Basic Education (DepEd)
1218488,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010499010,Lump-sum for Step Increments - Length of Service,76.0,76000.0,7,,,,Basic Education (DepEd)
1218500,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020503000,Internet Subscription Expenses,70.0,70000.0,7,,,,Basic Education (DepEd)
1218499,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020502002,Landline,50.0,50000.0,7,,,,Basic Education (DepEd)
1218493,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020321003,Information and Communications Technology Equipment,50.0,50000.0,7,,,,Basic Education (DepEd)
1218480,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010210001,Honoraria - Civilian,45.0,45000.0,7,,,,Basic Education (DepEd)
1218503,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021321002,Office Equipment,25.0,25000.0,7,,,,Basic Education (DepEd)
1218504,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021321003,Information and Communications Technology Equipment,25.0,25000.0,7,,,,Basic Education (DepEd)
1218505,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021502000,Fidelity Bond Premiums,7.0,7000.0,7,,,,Basic Education (DepEd)
1218498,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020502001,Mobile,5.0,5000.0,7,,,,Basic Education (DepEd)
1218492,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020302000,Accountable Forms Expenses,3.0,3000.0,7,,,,Basic Education (DepEd)
1218479,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904148,Luis Aguado National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010208001,Productivity Incentive Allowance - Civilian ,0.0,0.0,7,,,,Basic Education (DepEd)
1411767,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904798,Trece Martires City Senior High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,1062.0,1062000.0,7,,,,Basic Education (DepEd)
1411766,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904798,Trece Martires City Senior High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,513.0,513000.0,7,,,,Basic Education (DepEd)
1411770,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904798,Trece Martires City Senior High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020503000,Internet Subscription Expenses,513.0,513000.0,7,,,,Basic Education (DepEd)
1411769,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904798,Trece Martires City Senior High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,308.0,308000.0,7,,,,Basic Education (DepEd)
1411768,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100004000,Operation of Schools - Senior High School (Grade 11 to Grade 12),0904798,Trece Martires City Senior High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020401000,Water Expenses,205.0,205000.0,7,,,,Basic Education (DepEd)
1219332,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010101001,Basic Salary - Civilian,127560.0,127560000.0,7,,,,Basic Education (DepEd)
1219362,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01104102,Retirement and Life Insurance Premiums,1,Personnel Services,5010301000,Retirement and Life Insurance Premiums,15307.0,15307000.0,7,,,,Basic Education (DepEd)
1219341,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010216001,Mid-Year Bonus - Civilian,10630.0,10630000.0,7,,,,Basic Education (DepEd)
1219339,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010214001,Bonus - Civilian,10630.0,10630000.0,7,,,,Basic Education (DepEd)
1219335,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010201001,PERA - Civilian,9312.0,9312000.0,7,,,,Basic Education (DepEd)
1219349,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020301002,Office Supplies Expenses,4834.0,4834000.0,7,,,,Basic Education (DepEd)
1219334,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010103000,Salaries and Wages - Substitute Teachers,2976.0,2976000.0,7,,,,Basic Education (DepEd)
1219336,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010204001,Clothing/Uniform Allowance - Civilian,2328.0,2328000.0,7,,,,Basic Education (DepEd)
1219344,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010303001,PhilHealth - Civilian,2232.0,2232000.0,7,,,,Basic Education (DepEd)
1219354,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020402000,Electricity Expenses,2077.0,2077000.0,7,,,,Basic Education (DepEd)
1219342,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010299012,Productivity Enhancement Incentive - Civilian ,1940.0,1940000.0,7,,,,Basic Education (DepEd)
1219340,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010215001,Cash Gift - Civilian ,1940.0,1940000.0,7,,,,Basic Education (DepEd)
1219333,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010102000,Salaries and Wages - Casual/Contractual,1502.0,1502000.0,7,,,,Basic Education (DepEd)
1219352,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020399000,Other Supplies and Materials Expenses,1400.0,1400000.0,7,,,,Basic Education (DepEd)
1219347,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020101000,Traveling Expenses - Local,718.0,718000.0,7,,,,Basic Education (DepEd)
1219358,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5021304002,School Buildings,630.0,630000.0,7,,,,Basic Education (DepEd)
1219343,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010302001,Pag-IBIG - Civilian,466.0,466000.0,7,,,,Basic Education (DepEd)
1219345,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010304001,ECIP - Civilian,466.0,466000.0,7,,,,Basic Education (DepEd)
1219346,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010499010,Lump-sum for Step Increments - Length of Service,319.0,319000.0,7,,,,Basic Education (DepEd)
1219350,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020308000,"Medical, Dental and Laboratory Supplies Expenses",207.0,207000.0,7,,,,Basic Education (DepEd)
1219338,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,1,Personnel Services,5010210001,Honoraria - Civilian,185.0,185000.0,7,,,,Basic Education (DepEd)
1219348,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020201002,Training Expenses,141.0,141000.0,7,,,,Basic Education (DepEd)
1219351,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020309000,"Fuel, Oil and Lubricants Expenses",101.0,101000.0,7,,,,Basic Education (DepEd)
1219355,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020502001,Mobile,74.0,74000.0,7,,,,Basic Education (DepEd)
1219356,2022,07,Department of Education (DepEd),001,Office of the Secretary,310400100003000,Operation of Schools - Junior High School (Grade 7 to Grade 10),0904176,Trece Martirez City National High School,04,01101101,Specific Budgets of National Government Agencies,2,Maintenance and Other Operating Expenses,5020502002,Landline,58.0,58000.0,7,,,,Basic Education (DepEd)
